Year;Ref;Goals;Home;Attack;Defense
2009;356;0;Home;Sport-PE;Fluminense-RJ
2009;356;3;Away;Fluminense-RJ;Sport-PE
2009;357;4;Home;Santo Andre-SP;Avai-SC
2009;357;2;Away;Avai-SC;Santo Andre-SP
2009;358;2;Home;Vitoria-BA;Barueri-SP
2009;358;1;Away;Barueri-SP;Vitoria-BA
2009;359;0;Home;Flamengo-RJ;Goias-GO
2009;359;0;Away;Goias-GO;Flamengo-RJ
2009;360;0;Home;Atletico-MG;Internacional-RS
2009;360;1;Away;Internacional-RS;Atletico-MG
2009;361;0;Home;Corinthians-SP;Flamengo-RJ
2009;361;2;Away;Flamengo-RJ;Corinthians-SP
2009;362;3;Home;Palmeiras-SP;Atletico-MG
2009;362;1;Away;Atletico-MG;Palmeiras-SP
2009;363;5;Home;Santo Andre-SP;Nautico-PE
2009;363;3;Away;Nautico-PE;Santo Andre-SP
2009;364;2;Home;Atletico-PR;Botafogo-RJ
2009;364;0;Away;Botafogo-RJ;Atletico-PR
2009;365;4;Home;Gremio-RS;Barueri-SP
2009;365;2;Away;Barueri-SP;Gremio-RS
2009;366;4;Home;Fluminense-RJ;Vitoria-BA
2009;366;0;Away;Vitoria-BA;Fluminense-RJ
2009;367;4;Home;Goias-GO;Sao Paulo-SP
2009;367;2;Away;Sao Paulo-SP;Goias-GO
2009;368;1;Home;Sport-PE;Internacional-RS
2009;368;2;Away;Internacional-RS;Sport-PE
2009;369;4;Home;Cruzeiro-MG;Coritiba-PR
2009;369;1;Away;Coritiba-PR;Cruzeiro-MG
2009;370;2;Home;Avai-SC;Santos-SP
2009;370;2;Away;Santos-SP;Avai-SC
2009;371;4;Home;Sao Paulo-SP;Sport-PE
2009;371;0;Away;Sport-PE;Sao Paulo-SP
2009;372;1;Home;Santos-SP;Cruzeiro-MG
2009;372;2;Away;Cruzeiro-MG;Santos-SP
2009;373;0;Home;Barueri-SP;Atletico-PR
2009;373;0;Away;Atletico-PR;Barueri-SP
2009;374;1;Home;Coritiba-PR;Fluminense-RJ
2009;374;1;Away;Fluminense-RJ;Coritiba-PR
2009;375;4;Home;Internacional-RS;Santo Andre-SP
2009;375;1;Away;Santo Andre-SP;Internacional-RS
2009;376;2;Home;Flamengo-RJ;Gremio-RS
2009;376;1;Away;Gremio-RS;Flamengo-RJ
2009;377;2;Home;Vitoria-BA;Goias-GO
2009;377;2;Away;Goias-GO;Vitoria-BA
2009;378;0;Home;Nautico-PE;Avai-SC
2009;378;1;Away;Avai-SC;Nautico-PE
2009;379;0;Home;Atletico-MG;Corinthians-SP
2009;379;3;Away;Corinthians-SP;Atletico-MG
2009;380;2;Home;Botafogo-RJ;Palmeiras-SP
2009;380;1;Away;Palmeiras-SP;Botafogo-RJ
2010;1;3;Home;Botafogo-RJ;Santos-SP
2010;1;3;Away;Santos-SP;Botafogo-RJ
2010;2;0;Home;Atletico-GO;Gremio-RS
2010;2;0;Away;Gremio-RS;Atletico-GO
2010;3;1;Home;Palmeiras-SP;Vitoria-BA
2010;3;0;Away;Vitoria-BA;Palmeiras-SP
2010;4;1;Home;Flamengo-RJ;Sao Paulo-SP
2010;4;1;Away;Sao Paulo-SP;Flamengo-RJ
2010;5;2;Home;Atletico-MG;Vasco-RJ
2010;5;1;Away;Vasco-RJ;Atletico-MG
2010;6;1;Home;Internacional-RS;Cruzeiro-MG
2010;6;2;Away;Cruzeiro-MG;Internacional-RS
2010;7;2;Home;Corinthians-SP;Atletico-PR
2010;7;1;Away;Atletico-PR;Corinthians-SP
2010;8;1;Home;Ceara-CE;Fluminense-RJ
2010;8;0;Away;Fluminense-RJ;Ceara-CE
2010;9;1;Home;Guarani-SP;Goias-GO
2010;9;0;Away;Goias-GO;Guarani-SP
2010;10;6;Home;Avai-SC;Prudente-SP
2010;10;1;Away;Prudente-SP;Avai-SC
2010;11;1;Home;Sao Paulo-SP;Botafogo-RJ
2010;11;2;Away;Botafogo-RJ;Sao Paulo-SP
2010;12;1;Home;Fluminense-RJ;Atletico-GO
2010;12;0;Away;Atletico-GO;Fluminense-RJ
2010;13;4;Home;Prudente-SP;Atletico-MG
2010;13;0;Away;Atletico-MG;Prudente-SP
2010;14;1;Home;Gremio-RS;Corinthians-SP
2010;14;2;Away;Corinthians-SP;Gremio-RS
2010;15;2;Home;Goias-GO;Internacional-RS
2010;15;3;Away;Internacional-RS;Goias-GO
2010;16;1;Home;Vitoria-BA;Flamengo-RJ
2010;16;1;Away;Flamengo-RJ;Vitoria-BA
2010;17;1;Home;Santos-SP;Ceara-CE
2010;17;1;Away;Ceara-CE;Santos-SP
2010;18;0;Home;Vasco-RJ;Palmeiras-SP
2010;18;0;Away;Palmeiras-SP;Vasco-RJ
2010;19;2;Home;Cruzeiro-MG;Avai-SC
2010;19;2;Away;Avai-SC;Cruzeiro-MG
2010;20;2;Home;Atletico-PR;Guarani-SP
2010;20;2;Away;Guarani-SP;Atletico-PR
2010;21;1;Home;Atletico-GO;Santos-SP
2010;21;2;Away;Santos-SP;Atletico-GO
2010;22;4;Home;Palmeiras-SP;Gremio-RS
2010;22;2;Away;Gremio-RS;Palmeiras-SP
2010;23;3;Home;Botafogo-RJ;Goias-GO
2010;23;0;Away;Goias-GO;Botafogo-RJ
2010;24;1;Home;Corinthians-SP;Fluminense-RJ
2010;24;0;Away;Fluminense-RJ;Corinthians-SP
2010;25;3;Home;Atletico-MG;Atletico-PR
2010;25;1;Away;Atletico-PR;Atletico-MG
2010;26;0;Home;Internacional-RS;Sao Paulo-SP
2010;26;2;Away;Sao Paulo-SP;Internacional-RS
2010;27;1;Home;Ceara-CE;Vitoria-BA
2010;27;0;Away;Vitoria-BA;Ceara-CE
2010;28;2;Home;Avai-SC;Vasco-RJ
2010;28;0;Away;Vasco-RJ;Avai-SC
2010;29;3;Home;Flamengo-RJ;Prudente-SP
2010;29;1;Away;Prudente-SP;Flamengo-RJ
2010;30;2;Home;Guarani-SP;Cruzeiro-MG
2010;30;2;Away;Cruzeiro-MG;Guarani-SP
2010;31;4;Home;Vitoria-BA;Atletico-MG
2010;31;3;Away;Atletico-MG;Vitoria-BA
2010;32;3;Home;Gremio-RS;Avai-SC
2010;32;0;Away;Avai-SC;Gremio-RS
2010;33;2;Home;Fluminense-RJ;Flamengo-RJ
2010;33;1;Away;Flamengo-RJ;Fluminense-RJ
2010;34;1;Home;Sao Paulo-SP;Palmeiras-SP
2010;34;0;Away;Palmeiras-SP;Sao Paulo-SP
2010;35;2;Home;Prudente-SP;Corinthians-SP
2010;35;2;Away;Corinthians-SP;Prudente-SP
2010;36;1;Home;Cruzeiro-MG;Botafogo-RJ
2010;36;0;Away;Botafogo-RJ;Cruzeiro-MG
2010;37;3;Home;Santos-SP;Guarani-SP
2010;37;1;Away;Guarani-SP;Santos-SP
2010;38;3;Home;Vasco-RJ;Internacional-RS
2010;38;2;Away;Internacional-RS;Vasco-RJ
2010;39;2;Home;Atletico-PR;Atletico-GO
2010;39;1;Away;Atletico-GO;Atletico-PR
2010;40;0;Home;Goias-GO;Ceara-CE
2010;40;0;Away;Ceara-CE;Goias-GO
2010;41;1;Home;Flamengo-RJ;Gremio-RS
2010;41;1;Away;Gremio-RS;Flamengo-RJ
2010;42;0;Home;Palmeiras-SP;Prudente-SP
2010;42;0;Away;Prudente-SP;Palmeiras-SP
2010;43;0;Home;Avai-SC;Vitoria-BA
2010;43;0;Away;Vitoria-BA;Avai-SC
2010;44;4;Home;Corinthians-SP;Santos-SP
2010;44;2;Away;Santos-SP;Corinthians-SP
2010;45;0;Home;Guarani-SP;Sao Paulo-SP
2010;45;0;Away;Sao Paulo-SP;Guarani-SP
2010;46;1;Home;Atletico-MG;Fluminense-RJ
2010;46;3;Away;Fluminense-RJ;Atletico-MG
2010;47;4;Home;Internacional-RS;Atletico-PR
2010;47;1;Away;Atletico-PR;Internacional-RS
2010;48;1;Home;Ceara-CE;Cruzeiro-MG
2010;48;0;Away;Cruzeiro-MG;Ceara-CE
2010;49;1;Home;Atletico-GO;Goias-GO
2010;49;3;Away;Goias-GO;Atletico-GO
2010;50;1;Home;Botafogo-RJ;Vasco-RJ
2010;50;1;Away;Vasco-RJ;Botafogo-RJ
2010;51;3;Home;Atletico-PR;Botafogo-RJ
2010;51;2;Away;Botafogo-RJ;Atletico-PR
2010;52;2;Home;Fluminense-RJ;Vitoria-BA
2010;52;1;Away;Vitoria-BA;Fluminense-RJ
2010;53;1;Home;Prudente-SP;Atletico-GO
2010;53;0;Away;Atletico-GO;Prudente-SP
2010;54;2;Home;Ceara-CE;Avai-SC
2010;54;0;Away;Avai-SC;Ceara-CE
2010;55;0;Home;Palmeiras-SP;Flamengo-RJ
2010;55;1;Away;Flamengo-RJ;Palmeiras-SP
2010;56;2;Home;Goias-GO;Sao Paulo-SP
2010;56;1;Away;Sao Paulo-SP;Goias-GO
2010;57;0;Home;Cruzeiro-MG;Santos-SP
2010;57;0;Away;Santos-SP;Cruzeiro-MG
2010;58;2;Home;Gremio-RS;Atletico-MG
2010;58;1;Away;Atletico-MG;Gremio-RS
2010;59;0;Home;Vasco-RJ;Guarani-SP
2010;59;1;Away;Guarani-SP;Vasco-RJ
2010;60;2;Home;Corinthians-SP;Internacional-RS
2010;60;0;Away;Internacional-RS;Corinthians-SP
2010;61;0;Home;Avai-SC;Fluminense-RJ
2010;61;3;Away;Fluminense-RJ;Avai-SC
2010;62;1;Home;Flamengo-RJ;Goias-GO
2010;62;2;Away;Goias-GO;Flamengo-RJ
2010;63;1;Home;Vitoria-BA;Atletico-PR
2010;63;0;Away;Atletico-PR;Vitoria-BA
2010;64;3;Home;Sao Paulo-SP;Gremio-RS
2010;64;1;Away;Gremio-RS;Sao Paulo-SP
2010;65;4;Home;Santos-SP;Vasco-RJ
2010;65;0;Away;Vasco-RJ;Santos-SP
2010;66;2;Home;Botafogo-RJ;Corinthians-SP
2010;66;2;Away;Corinthians-SP;Botafogo-RJ
2010;67;0;Home;Atletico-MG;Ceara-CE
2010;67;1;Away;Ceara-CE;Atletico-MG
2010;68;1;Home;Internacional-RS;Palmeiras-SP
2010;68;1;Away;Palmeiras-SP;Internacional-RS
2010;69;1;Home;Guarani-SP;Prudente-SP
2010;69;0;Away;Prudente-SP;Guarani-SP
2010;70;2;Home;Atletico-GO;Cruzeiro-MG
2010;70;1;Away;Cruzeiro-MG;Atletico-GO
2010;71;1;Home;Gremio-RS;Vitoria-BA
2010;71;1;Away;Vitoria-BA;Gremio-RS
2010;72;0;Home;Atletico-PR;Cruzeiro-MG
2010;72;2;Away;Cruzeiro-MG;Atletico-PR
2010;73;1;Home;Sao Paulo-SP;Avai-SC
2010;73;2;Away;Avai-SC;Sao Paulo-SP
2010;74;1;Home;Flamengo-RJ;Botafogo-RJ
2010;74;0;Away;Botafogo-RJ;Flamengo-RJ
2010;75;0;Home;Guarani-SP;Internacional-RS
2010;75;3;Away;Internacional-RS;Guarani-SP
2010;76;0;Home;Goias-GO;Vasco-RJ
2010;76;0;Away;Vasco-RJ;Goias-GO
2010;77;0;Home;Ceara-CE;Corinthians-SP
2010;77;0;Away;Corinthians-SP;Ceara-CE
2010;78;2;Home;Palmeiras-SP;Santos-SP
2010;78;1;Away;Santos-SP;Palmeiras-SP
2010;79;3;Home;Atletico-MG;Atletico-GO
2010;79;2;Away;Atletico-GO;Atletico-MG
2010;80;1;Home;Fluminense-RJ;Prudente-SP
2010;80;1;Away;Prudente-SP;Fluminense-RJ
2010;81;3;Home;Vitoria-BA;Sao Paulo-SP
2010;81;2;Away;Sao Paulo-SP;Vitoria-BA
2010;82;3;Home;Vasco-RJ;Atletico-PR
2010;82;1;Away;Atletico-PR;Vasco-RJ
2010;83;1;Home;Cruzeiro-MG;Goias-GO
2010;83;0;Away;Goias-GO;Cruzeiro-MG
2010;84;1;Home;Corinthians-SP;Atletico-MG
2010;84;0;Away;Atletico-MG;Corinthians-SP
2010;85;0;Home;Atletico-GO;Flamengo-RJ
2010;85;1;Away;Flamengo-RJ;Atletico-GO
2010;86;4;Home;Avai-SC;Palmeiras-SP
2010;86;2;Away;Palmeiras-SP;Avai-SC
2010;87;2;Home;Internacional-RS;Ceara-CE
2010;87;1;Away;Ceara-CE;Internacional-RS
2010;88;0;Home;Santos-SP;Fluminense-RJ
2010;88;1;Away;Fluminense-RJ;Santos-SP
2010;89;1;Home;Botafogo-RJ;Guarani-SP
2010;89;1;Away;Guarani-SP;Botafogo-RJ
2010;90;2;Home;Prudente-SP;Gremio-RS
2010;90;0;Away;Gremio-RS;Prudente-SP
2010;91;1;Home;Atletico-MG;Internacional-RS
2010;91;2;Away;Internacional-RS;Atletico-MG
2010;92;2;Home;Vitoria-BA;Goias-GO
2010;92;2;Away;Goias-GO;Vitoria-BA
2010;93;1;Home;Sao Paulo-SP;Prudente-SP
2010;93;1;Away;Prudente-SP;Sao Paulo-SP
2010;94;1;Home;Flamengo-RJ;Avai-SC
2010;94;1;Away;Avai-SC;Flamengo-RJ
2010;95;2;Home;Atletico-PR;Santos-SP
2010;95;0;Away;Santos-SP;Atletico-PR
2010;96;1;Home;Gremio-RS;Vasco-RJ
2010;96;1;Away;Vasco-RJ;Gremio-RS
2010;97;3;Home;Atletico-GO;Corinthians-SP
2010;97;1;Away;Corinthians-SP;Atletico-GO
2010;98;1;Home;Fluminense-RJ;Cruzeiro-MG
2010;98;0;Away;Cruzeiro-MG;Fluminense-RJ
2010;99;1;Home;Guarani-SP;Ceara-CE
2010;99;1;Away;Ceara-CE;Guarani-SP
2010;100;2;Home;Palmeiras-SP;Botafogo-RJ
2010;100;2;Away;Botafogo-RJ;Palmeiras-SP
2010;101;0;Home;Avai-SC;Atletico-MG
2010;101;0;Away;Atletico-MG;Avai-SC
2010;102;2;Home;Vasco-RJ;Atletico-GO
2010;102;0;Away;Atletico-GO;Vasco-RJ
2010;103;0;Home;Prudente-SP;Vitoria-BA
2010;103;0;Away;Vitoria-BA;Prudente-SP
2010;104;1;Home;Santos-SP;Sao Paulo-SP
2010;104;0;Away;Sao Paulo-SP;Santos-SP
2010;105;2;Home;Cruzeiro-MG;Gremio-RS
2010;105;2;Away;Gremio-RS;Cruzeiro-MG
2010;106;1;Home;Internacional-RS;Flamengo-RJ
2010;106;0;Away;Flamengo-RJ;Internacional-RS
2010;107;0;Home;Goias-GO;Atletico-PR
2010;107;2;Away;Atletico-PR;Goias-GO
2010;108;0;Home;Ceara-CE;Palmeiras-SP
2010;108;0;Away;Palmeiras-SP;Ceara-CE
2010;109;3;Home;Corinthians-SP;Guarani-SP
2010;109;1;Away;Guarani-SP;Corinthians-SP
2010;110;1;Home;Botafogo-RJ;Fluminense-RJ
2010;110;1;Away;Fluminense-RJ;Botafogo-RJ
2010;111;3;Home;Fluminense-RJ;Atletico-PR
2010;111;1;Away;Atletico-PR;Fluminense-RJ
2010;112;1;Home;Atletico-GO;Guarani-SP
2010;112;1;Away;Guarani-SP;Atletico-GO
2010;113;2;Home;Sao Paulo-SP;Ceara-CE
2010;113;1;Away;Ceara-CE;Sao Paulo-SP
2010;114;1;Home;Palmeiras-SP;Corinthians-SP
2010;114;1;Away;Corinthians-SP;Palmeiras-SP
2010;115;1;Home;Vitoria-BA;Botafogo-RJ
2010;115;3;Away;Botafogo-RJ;Vitoria-BA
2010;116;4;Home;Avai-SC;Goias-GO
2010;116;1;Away;Goias-GO;Avai-SC
2010;117;0;Home;Internacional-RS;Gremio-RS
2010;117;0;Away;Gremio-RS;Internacional-RS
2010;118;0;Home;Atletico-MG;Cruzeiro-MG
2010;118;1;Away;Cruzeiro-MG;Atletico-MG
2010;119;1;Home;Prudente-SP;Santos-SP
2010;119;2;Away;Santos-SP;Prudente-SP
2010;120;0;Home;Flamengo-RJ;Vasco-RJ
2010;120;0;Away;Vasco-RJ;Flamengo-RJ
2010;121;1;Home;Atletico-PR;Sao Paulo-SP
2010;121;1;Away;Sao Paulo-SP;Atletico-PR
2010;122;3;Home;Botafogo-RJ;Atletico-MG
2010;122;0;Away;Atletico-MG;Botafogo-RJ
2010;123;4;Home;Guarani-SP;Avai-SC
2010;123;1;Away;Avai-SC;Guarani-SP
2010;124;1;Home;Corinthians-SP;Flamengo-RJ
2010;124;0;Away;Flamengo-RJ;Corinthians-SP
2010;125;1;Home;Santos-SP;Internacional-RS
2010;125;0;Away;Internacional-RS;Santos-SP
2010;126;1;Home;Goias-GO;Palmeiras-SP
2010;126;1;Away;Palmeiras-SP;Goias-GO
2010;127;0;Home;Ceara-CE;Atletico-GO
2010;127;0;Away;Atletico-GO;Ceara-CE
2010;128;1;Home;Gremio-RS;Fluminense-RJ
2010;128;2;Away;Fluminense-RJ;Gremio-RS
2010;129;1;Home;Vasco-RJ;Vitoria-BA
2010;129;0;Away;Vitoria-BA;Vasco-RJ
2010;130;0;Home;Cruzeiro-MG;Prudente-SP
2010;130;0;Away;Prudente-SP;Cruzeiro-MG
2010;131;0;Home;Atletico-GO;Botafogo-RJ
2010;131;2;Away;Botafogo-RJ;Atletico-GO
2010;132;2;Home;Palmeiras-SP;Atletico-PR
2010;132;0;Away;Atletico-PR;Palmeiras-SP
2010;133;1;Home;Flamengo-RJ;Ceara-CE
2010;133;0;Away;Ceara-CE;Flamengo-RJ
2010;134;2;Home;Sao Paulo-SP;Cruzeiro-MG
2010;134;2;Away;Cruzeiro-MG;Sao Paulo-SP
2010;135;1;Home;Prudente-SP;Vasco-RJ
2010;135;2;Away;Vasco-RJ;Prudente-SP
2010;136;3;Home;Avai-SC;Corinthians-SP
2010;136;2;Away;Corinthians-SP;Avai-SC
2010;137;3;Home;Fluminense-RJ;Internacional-RS
2010;137;0;Away;Internacional-RS;Fluminense-RJ
2010;138;4;Home;Vitoria-BA;Santos-SP
2010;138;2;Away;Santos-SP;Vitoria-BA
2010;139;3;Home;Atletico-MG;Guarani-SP
2010;139;1;Away;Guarani-SP;Atletico-MG
2010;140;2;Home;Gremio-RS;Goias-GO
2010;140;0;Away;Goias-GO;Gremio-RS
2010;141;0;Home;Cruzeiro-MG;Vitoria-BA
2010;141;1;Away;Vitoria-BA;Cruzeiro-MG
2010;142;1;Home;Goias-GO;Prudente-SP
2010;142;2;Away;Prudente-SP;Goias-GO
2010;143;1;Home;Botafogo-RJ;Avai-SC
2010;143;0;Away;Avai-SC;Botafogo-RJ
2010;144;2;Home;Santos-SP;Atletico-MG
2010;144;0;Away;Atletico-MG;Santos-SP
2010;145;0;Home;Guarani-SP;Palmeiras-SP
2010;145;0;Away;Palmeiras-SP;Guarani-SP
2010;146;1;Home;Atletico-PR;Flamengo-RJ
2010;146;0;Away;Flamengo-RJ;Atletico-PR
2010;147;1;Home;Internacional-RS;Atletico-GO
2010;147;1;Away;Atletico-GO;Internacional-RS
2010;148;2;Home;Ceara-CE;Gremio-RS
2010;148;1;Away;Gremio-RS;Ceara-CE
2010;149;3;Home;Corinthians-SP;Sao Paulo-SP
2010;149;0;Away;Sao Paulo-SP;Corinthians-SP
2010;150;2;Home;Vasco-RJ;Fluminense-RJ
2010;150;2;Away;Fluminense-RJ;Vasco-RJ
2010;151;0;Home;Goias-GO;Fluminense-RJ
2010;151;3;Away;Fluminense-RJ;Goias-GO
2010;152;0;Home;Avai-SC;Internacional-RS
2010;152;1;Away;Internacional-RS;Avai-SC
2010;153;1;Home;Botafogo-RJ;Ceara-CE
2010;153;0;Away;Ceara-CE;Botafogo-RJ
2010;154;0;Home;Prudente-SP;Atletico-PR
2010;154;1;Away;Atletico-PR;Prudente-SP
2010;155;0;Home;Sao Paulo-SP;Vasco-RJ
2010;155;0;Away;Vasco-RJ;Sao Paulo-SP
2010;156;1;Home;Cruzeiro-MG;Corinthians-SP
2010;156;0;Away;Corinthians-SP;Cruzeiro-MG
2010;157;1;Home;Gremio-RS;Santos-SP
2010;157;2;Away;Santos-SP;Gremio-RS
2010;158;0;Home;Flamengo-RJ;Atletico-MG
2010;158;0;Away;Atletico-MG;Flamengo-RJ
2010;159;1;Home;Vitoria-BA;Guarani-SP
2010;159;1;Away;Guarani-SP;Vitoria-BA
2010;160;0;Home;Palmeiras-SP;Atletico-GO
2010;160;3;Away;Atletico-GO;Palmeiras-SP
2010;161;1;Home;Internacional-RS;Botafogo-RJ
2010;161;0;Away;Botafogo-RJ;Internacional-RS
2010;162;1;Home;Vasco-RJ;Cruzeiro-MG
2010;162;1;Away;Cruzeiro-MG;Vasco-RJ
2010;163;2;Home;Ceara-CE;Prudente-SP
2010;163;2;Away;Prudente-SP;Ceara-CE
2010;164;2;Home;Corinthians-SP;Vitoria-BA
2010;164;1;Away;Vitoria-BA;Corinthians-SP
2010;165;2;Home;Guarani-SP;Flamengo-RJ
2010;165;1;Away;Flamengo-RJ;Guarani-SP
2010;166;1;Home;Atletico-MG;Palmeiras-SP
2010;166;2;Away;Palmeiras-SP;Atletico-MG
2010;167;2;Home;Santos-SP;Goias-GO
2010;167;0;Away;Goias-GO;Santos-SP
2010;168;2;Home;Fluminense-RJ;Sao Paulo-SP
2010;168;2;Away;Sao Paulo-SP;Fluminense-RJ
2010;169;2;Home;Atletico-GO;Avai-SC
2010;169;2;Away;Avai-SC;Atletico-GO
2010;170;1;Home;Atletico-PR;Gremio-RS
2010;170;1;Away;Gremio-RS;Atletico-PR
2010;171;0;Home;Vitoria-BA;Internacional-RS
2010;171;0;Away;Internacional-RS;Vitoria-BA
2010;172;1;Home;Gremio-RS;Guarani-SP
2010;172;0;Away;Guarani-SP;Gremio-RS
2010;173;0;Home;Prudente-SP;Botafogo-RJ
2010;173;1;Away;Botafogo-RJ;Prudente-SP
2010;174;1;Home;Goias-GO;Atletico-MG
2010;174;3;Away;Atletico-MG;Goias-GO
2010;175;2;Home;Vasco-RJ;Corinthians-SP
2010;175;0;Away;Corinthians-SP;Vasco-RJ
2010;176;1;Home;Cruzeiro-MG;Flamengo-RJ
2010;176;0;Away;Flamengo-RJ;Cruzeiro-MG
2010;177;2;Home;Atletico-PR;Ceara-CE
2010;177;1;Away;Ceara-CE;Atletico-PR
2010;178;1;Home;Fluminense-RJ;Palmeiras-SP
2010;178;1;Away;Palmeiras-SP;Fluminense-RJ
2010;179;2;Home;Santos-SP;Avai-SC
2010;179;1;Away;Avai-SC;Santos-SP
2010;180;2;Home;Sao Paulo-SP;Atletico-GO
2010;180;1;Away;Atletico-GO;Sao Paulo-SP
2010;181;2;Home;Botafogo-RJ;Gremio-RS
2010;181;2;Away;Gremio-RS;Botafogo-RJ
2010;182;0;Home;Ceara-CE;Vasco-RJ
2010;182;2;Away;Vasco-RJ;Ceara-CE
2010;183;5;Home;Corinthians-SP;Goias-GO
2010;183;1;Away;Goias-GO;Corinthians-SP
2010;184;0;Home;Avai-SC;Atletico-PR
2010;184;1;Away;Atletico-PR;Avai-SC
2010;185;2;Home;Palmeiras-SP;Cruzeiro-MG
2010;185;3;Away;Cruzeiro-MG;Palmeiras-SP
2010;186;2;Home;Guarani-SP;Fluminense-RJ
2010;186;1;Away;Fluminense-RJ;Guarani-SP
2010;187;2;Home;Atletico-MG;Sao Paulo-SP
2010;187;3;Away;Sao Paulo-SP;Atletico-MG
2010;188;0;Home;Flamengo-RJ;Santos-SP
2010;188;0;Away;Santos-SP;Flamengo-RJ
2010;189;4;Home;Atletico-GO;Vitoria-BA
2010;189;1;Away;Vitoria-BA;Atletico-GO
2010;190;2;Home;Internacional-RS;Prudente-SP
2010;190;0;Away;Prudente-SP;Internacional-RS
2010;191;2;Home;Sao Paulo-SP;Flamengo-RJ
2010;191;0;Away;Flamengo-RJ;Sao Paulo-SP
2010;192;0;Home;Santos-SP;Botafogo-RJ
2010;192;1;Away;Botafogo-RJ;Santos-SP
2010;193;1;Home;Vasco-RJ;Atletico-MG
2010;193;1;Away;Atletico-MG;Vasco-RJ
2010;194;3;Home;Fluminense-RJ;Ceara-CE
2010;194;1;Away;Ceara-CE;Fluminense-RJ
2010;195;1;Home;Prudente-SP;Avai-SC
2010;195;1;Away;Avai-SC;Prudente-SP
2010;196;1;Home;Cruzeiro-MG;Internacional-RS
2010;196;0;Away;Internacional-RS;Cruzeiro-MG
2010;197;2;Home;Gremio-RS;Atletico-GO
2010;197;0;Away;Atletico-GO;Gremio-RS
2010;198;3;Home;Goias-GO;Guarani-SP
2010;198;1;Away;Guarani-SP;Goias-GO
2010;199;1;Home;Vitoria-BA;Palmeiras-SP
2010;199;1;Away;Palmeiras-SP;Vitoria-BA
2010;200;1;Home;Atletico-PR;Corinthians-SP
2010;200;1;Away;Corinthians-SP;Atletico-PR
2010;201;0;Home;Corinthians-SP;Gremio-RS
2010;201;1;Away;Gremio-RS;Corinthians-SP
2010;202;0;Home;Palmeiras-SP;Vasco-RJ
2010;202;0;Away;Vasco-RJ;Palmeiras-SP
2010;203;2;Home;Flamengo-RJ;Vitoria-BA
2010;203;2;Away;Vitoria-BA;Flamengo-RJ
2010;204;2;Home;Botafogo-RJ;Sao Paulo-SP
2010;204;0;Away;Sao Paulo-SP;Botafogo-RJ
2010;205;1;Home;Guarani-SP;Atletico-PR
2010;205;0;Away;Atletico-PR;Guarani-SP
2010;206;1;Home;Atletico-MG;Prudente-SP
2010;206;0;Away;Prudente-SP;Atletico-MG
2010;207;0;Home;Internacional-RS;Goias-GO
2010;207;0;Away;Goias-GO;Internacional-RS
2010;208;2;Home;Atletico-GO;Fluminense-RJ
2010;208;1;Away;Fluminense-RJ;Atletico-GO
2010;209;2;Home;Ceara-CE;Santos-SP
2010;209;1;Away;Santos-SP;Ceara-CE
2010;210;1;Home;Avai-SC;Cruzeiro-MG
2010;210;2;Away;Cruzeiro-MG;Avai-SC
2010;211;1;Home;Sao Paulo-SP;Internacional-RS
2010;211;3;Away;Internacional-RS;Sao Paulo-SP
2010;212;4;Home;Santos-SP;Atletico-GO
2010;212;2;Away;Atletico-GO;Santos-SP
2010;213;1;Home;Vasco-RJ;Avai-SC
2010;213;1;Away;Avai-SC;Vasco-RJ
2010;214;1;Home;Fluminense-RJ;Corinthians-SP
2010;214;2;Away;Corinthians-SP;Fluminense-RJ
2010;215;1;Home;Prudente-SP;Flamengo-RJ
2010;215;2;Away;Flamengo-RJ;Prudente-SP
2010;216;4;Home;Cruzeiro-MG;Guarani-SP
2010;216;2;Away;Guarani-SP;Cruzeiro-MG
2010;217;1;Home;Gremio-RS;Palmeiras-SP
2010;217;2;Away;Palmeiras-SP;Gremio-RS
2010;218;4;Home;Goias-GO;Botafogo-RJ
2010;218;1;Away;Botafogo-RJ;Goias-GO
2010;219;0;Home;Vitoria-BA;Ceara-CE
2010;219;0;Away;Ceara-CE;Vitoria-BA
2010;220;2;Home;Atletico-PR;Atletico-MG
2010;220;1;Away;Atletico-MG;Atletico-PR
2010;221;3;Home;Corinthians-SP;Prudente-SP
2010;221;0;Away;Prudente-SP;Corinthians-SP
2010;222;0;Home;Palmeiras-SP;Sao Paulo-SP
2010;222;2;Away;Sao Paulo-SP;Palmeiras-SP
2010;223;3;Home;Flamengo-RJ;Fluminense-RJ
2010;223;3;Away;Fluminense-RJ;Flamengo-RJ
2010;224;2;Home;Botafogo-RJ;Cruzeiro-MG
2010;224;2;Away;Cruzeiro-MG;Botafogo-RJ
2010;225;0;Home;Guarani-SP;Santos-SP
2010;225;0;Away;Santos-SP;Guarani-SP
2010;226;2;Home;Atletico-MG;Vitoria-BA
2010;226;3;Away;Vitoria-BA;Atletico-MG
2010;227;1;Home;Internacional-RS;Vasco-RJ
2010;227;0;Away;Vasco-RJ;Internacional-RS
2010;228;1;Home;Atletico-GO;Atletico-PR
2010;228;2;Away;Atletico-PR;Atletico-GO
2010;229;1;Home;Ceara-CE;Goias-GO
2010;229;1;Away;Goias-GO;Ceara-CE
2010;230;0;Home;Avai-SC;Gremio-RS
2010;230;3;Away;Gremio-RS;Avai-SC
